event_id,timestamp,station_id,tool_id,controller_id,model_code,program_id,fastening_point,batch_id,shift,torque_nm,angle_deg,current_a,cycle_time_s,retry_count,result,alarm_code,calibration_days_remaining,scenario_label
EVT-00672,2026-07-14T08:06:00,ST-FAS-07,TOOL-TG-07,CTRL-TG-07,DEMO-A,PGM-A-07,P05,BATCH-DEMO-01,A,64.868,112.196,6.755,5.089,0,OK,,38,normal
EVT-00154,2026-07-14T08:07:00,ST-FAS-07,TOOL-TG-07,CTRL-TG-07,DEMO-A,PGM-A-07,P02,BATCH-DEMO-01,A,39.87,87.336,6.493,4.823,0,OK,,38,normal
EVT-00523,2026-07-14T08:07:00,ST-FAS-07,TOOL-TG-07,CTRL-TG-07,DEMO-A,PGM-A-07,P04,BATCH-DEMO-01,A,55.771,105.839,6.563,4.909,0,OK,,38,normal
EVT-00005,2026-07-14T08:08:00,ST-FAS-07,TOOL-TG-07,CTRL-TG-07,DEMO-A,PGM-A-07,P01,BATCH-DEMO-01,A,32.318,85.465,6.412,4.432,0,OK,,38,normal
EVT-00304,2026-07-14T08:08:00,ST-FAS-07,TOOL-TG-07,CTRL-TG-07,DEMO-A,PGM-A-07,P03,BATCH-DEMO-01,A,48.086,94.008,6.586,4.862,0,OK,,45,normal
EVT-00673,2026-07-14T08:08:00,ST-FAS-07,TOOL-TG-07,CTRL-TG-07,DEMO-A,PGM-A-07,P05,BATCH-DEMO-01,A,62.887,112.917,6.877,5.134,0,OK,,38,normal
EVT-00155,2026-07-14T08:09:00,ST-FAS-07,TOOL-TG-07,CTRL-TG-07,DEMO-A,PGM-A-07,P02,BATCH-DEMO-01,A,40.188,86.95,6.308,4.774,0,OK,,38,normal
EVT-00524,2026-07-14T08:09:00,ST-FAS-07,TOOL-TG-07,CTRL-TG-07,DEMO-A,PGM-A-07,P04,BATCH-DEMO-01,A,55.729,102.334,6.502,4.87,1,OK,,38,normal
EVT-00006,2026-07-14T08:10:00,ST-FAS-07,TOOL-TG-07,CTRL-TG-07,DEMO-A,PGM-A-07,P01,BATCH-DEMO-01,A,32.628,83.18,6.077,4.608,0,OK,,38,normal
EVT-00305,2026-07-14T08:10:00,ST-FAS-07,TOOL-TG-07,CTRL-TG-07,DEMO-A,PGM-A-07,P03,BATCH-DEMO-01,A,48.357,92.208,6.34,4.789,0,OK,,45,normal
EVT-00674,2026-07-14T08:10:00,ST-FAS-07,TOOL-TG-07,CTRL-TG-07,DEMO-A,PGM-A-07,P05,BATCH-DEMO-01,A,64.042,112.098,6.803,5.077,0,OK,,38,normal
EVT-00156,2026-07-14T08:11:00,ST-FAS-07,TOOL-TG-07,CTRL-TG-07,DEMO-A,PGM-A-07,P02,BATCH-DEMO-01,A,40.407,90.408,6.291,4.704,1,OK,,38,normal
EVT-00525,2026-07-14T08:11:00,ST-FAS-07,TOOL-TG-07,CTRL-TG-07,DEMO-A,PGM-A-07,P04,BATCH-DEMO-01,A,57.587,100.56,6.704,4.879,0,OK,,38,normal
EVT-00007,2026-07-14T08:12:00,ST-FAS-07,TOOL-TG-07,CTRL-TG-07,DEMO-A,PGM-A-07,P01,BATCH-DEMO-01,A,31.874,80.912,6.122,4.689,0,OK,,38,normal
EVT-00306,2026-07-14T08:12:00,ST-FAS-07,TOOL-TG-07,CTRL-TG-07,DEMO-A,PGM-A-07,P03,BATCH-DEMO-01,A,48.148,94.034,6.619,4.77,0,OK,,45,normal
EVT-00675,2026-07-14T08:12:00,ST-FAS-07,TOOL-TG-07,CTRL-TG-07,DEMO-A,PGM-A-07,P05,BATCH-DEMO-01,A,64.602,113.422,6.685,4.915,0,OK,,38,normal
EVT-00157,2026-07-14T08:13:00,ST-FAS-07,TOOL-TG-07,CTRL-TG-07,DEMO-A,PGM-A-07,P02,BATCH-DEMO-01,A,40.699,85.284,6.488,4.871,1,OK,,38,normal
EVT-00526,2026-07-14T08:13:00,ST-FAS-07,TOOL-TG-07,CTRL-TG-07,DEMO-A,PGM-A-07,P04,BATCH-DEMO-01,A,56.43,106.477,6.793,5.007,0,OK,,38,normal
EVT-00008,2026-07-14T08:14:00,ST-FAS-07,TOOL-TG-07,CTRL-TG-07,DEMO-A,PGM-A-07,P01,BATCH-DEMO-01,A,32.046,82.932,6.097,4.799,0,OK,,38,normal
EVT-00307,2026-07-14T08:14:00,ST-FAS-07,TOOL-TG-07,CTRL-TG-07,DEMO-A,PGM-A-07,P03,BATCH-DEMO-01,A,48.001,94.272,6.436,5.033,0,OK,,44,normal
EVT-00676,2026-07-14T08:14:00,ST-FAS-07,TOOL-TG-07,CTRL-TG-07,DEMO-A,PGM-A-07,P05,BATCH-DEMO-01,A,63.154,114.44,6.695,4.96,0,OK,,38,normal
EVT-00158,2026-07-14T08:15:00,ST-FAS-07,TOOL-TG-07,CTRL-TG-07,DEMO-A,PGM-A-07,P02,BATCH-DEMO-01,A,39.353,90.091,6.131,4.701,0,OK,,38,normal
EVT-00527,2026-07-14T08:15:00,ST-FAS-07,TOOL-TG-07,CTRL-TG-07,DEMO-A,PGM-A-07,P04,BATCH-DEMO-01,A,57.129,105.674,6.573,4.957,1,OK,,38,normal
EVT-00009,2026-07-14T08:16:00,ST-FAS-07,TOOL-TG-07,CTRL-TG-07,DEMO-A,PGM-A-07,P01,BATCH-DEMO-01,A,32.063,86.355,5.997,4.591,0,OK,,38,normal
EVT-00308,2026-07-14T08:16:00,ST-FAS-07,TOOL-TG-07,CTRL-TG-07,DEMO-A,PGM-A-07,P03,BATCH-DEMO-01,A,48.695,98.237,6.503,4.741,0,OK,,44,normal
EVT-00677,2026-07-14T08:16:00,ST-FAS-07,TOOL-TG-07,CTRL-TG-07,DEMO-A,PGM-A-07,P05,BATCH-DEMO-01,A,64.117,109.241,6.869,4.898,0,OK,,38,normal
EVT-00159,2026-07-14T08:17:00,ST-FAS-07,TOOL-TG-07,CTRL-TG-07,DEMO-A,PGM-A-07,P02,BATCH-DEMO-01,A,41.048,88.961,6.126,4.659,0,OK,,38,normal
EVT-00528,2026-07-14T08:17:00,ST-FAS-07,TOOL-TG-07,CTRL-TG-07,DEMO-A,PGM-A-07,P04,BATCH-DEMO-01,A,56.151,105.811,6.512,4.971,0,OK,,38,normal
EVT-00010,2026-07-14T08:18:00,ST-FAS-07,TOOL-TG-07,CTRL-TG-07,DEMO-A,PGM-A-07,P01,BATCH-DEMO-01,A,32.407,82.687,6.016,4.581,0,OK,,38,normal
EVT-00309,2026-07-14T08:18:00,ST-FAS-07,TOOL-TG-07,CTRL-TG-07,DEMO-A,PGM-A-07,P03,BATCH-DEMO-01,A,48.492,98.059,6.501,4.922,0,OK,,44,normal
EVT-00678,2026-07-14T08:18:00,ST-FAS-07,TOOL-TG-07,CTRL-TG-07,DEMO-A,PGM-A-07,P05,BATCH-DEMO-01,A,64.63,113.156,6.671,4.95,0,OK,,38,normal
EVT-00160,2026-07-14T08:19:00,ST-FAS-07,TOOL-TG-07,CTRL-TG-07,DEMO-A,PGM-A-07,P02,BATCH-DEMO-01,A,40.121,85.135,6.204,4.648,0,OK,,38,normal
EVT-00529,2026-07-14T08:19:00,ST-FAS-07,TOOL-TG-07,CTRL-TG-07,DEMO-A,PGM-A-07,P04,BATCH-DEMO-01,A,56.756,106.022,6.739,4.964,0,OK,,38,normal
EVT-00011,2026-07-14T08:20:00,ST-FAS-07,TOOL-TG-07,CTRL-TG-07,DEMO-A,PGM-A-07,P01,BATCH-DEMO-01,A,31.827,84.717,5.95,4.726,0,OK,,38,normal
EVT-00310,2026-07-14T08:20:00,ST-FAS-07,TOOL-TG-07,CTRL-TG-07,DEMO-A,PGM-A-07,P03,BATCH-DEMO-01,A,47.883,93.058,6.5,4.965,0,OK,,44,normal
EVT-00679,2026-07-14T08:20:00,ST-FAS-07,TOOL-TG-07,CTRL-TG-07,DEMO-A,PGM-A-07,P05,BATCH-DEMO-01,A,64.219,112.458,6.844,4.934,0,OK,,38,normal
EVT-00161,2026-07-14T08:21:00,ST-FAS-07,TOOL-TG-07,CTRL-TG-07,DEMO-A,PGM-A-07,P02,BATCH-DEMO-01,A,39.902,89.014,6.042,4.746,0,OK,,38,normal
EVT-00530,2026-07-14T08:21:00,ST-FAS-07,TOOL-TG-07,CTRL-TG-07,DEMO-A,PGM-A-07,P04,BATCH-DEMO-01,A,55.172,103.54,6.533,4.776,0,OK,,38,normal
EVT-00012,2026-07-14T08:22:00,ST-FAS-07,TOOL-TG-07,CTRL-TG-07,DEMO-A,PGM-A-07,P01,BATCH-DEMO-01,A,31.95,82.149,6.0,4.776,0,OK,,38,normal
EVT-00311,2026-07-14T08:22:00,ST-FAS-07,TOOL-TG-07,CTRL-TG-07,DEMO-A,PGM-A-07,P03,BATCH-DEMO-01,A,48.959,97.409,6.501,4.6,0,OK,,44,normal
EVT-00680,2026-07-14T08:22:00,ST-FAS-07,TOOL-TG-07,CTRL-TG-07,DEMO-A,PGM-A-07,P05,BATCH-DEMO-01,A,63.101,110.714,6.745,4.934,0,OK,,38,normal
EVT-00162,2026-07-14T08:23:00,ST-FAS-07,TOOL-TG-07,CTRL-TG-07,DEMO-A,PGM-A-07,P02,BATCH-DEMO-01,A,39.504,91.59,6.382,4.727,0,OK,,38,normal
EVT-00531,2026-07-14T08:23:00,ST-FAS-07,TOOL-TG-07,CTRL-TG-07,DEMO-A,PGM-A-07,P04,BATCH-DEMO-01,A,56.607,106.951,6.696,4.73,0,OK,,38,normal
EVT-00013,2026-07-14T08:24:00,ST-FAS-07,TOOL-TG-07,CTRL-TG-07,DEMO-A,PGM-A-07,P01,BATCH-DEMO-01,A,31.799,81.447,6.055,4.526,0,OK,,38,normal
EVT-00312,2026-07-14T08:24:00,ST-FAS-07,TOOL-TG-07,CTRL-TG-07,DEMO-A,PGM-A-07,P03,BATCH-DEMO-01,A,49.166,94.497,6.164,4.982,0,OK,,44,normal
EVT-00681,2026-07-14T08:24:00,ST-FAS-07,TOOL-TG-07,CTRL-TG-07,DEMO-A,PGM-A-07,P05,BATCH-DEMO-01,A,63.427,115.538,6.878,4.94,0,OK,,38,normal
EVT-00163,2026-07-14T08:25:00,ST-FAS-07,TOOL-TG-07,CTRL-TG-07,DEMO-A,PGM-A-07,P02,BATCH-DEMO-01,A,39.352,90.516,6.294,4.738,0,OK,,38,normal
EVT-00532,2026-07-14T08:25:00,ST-FAS-07,TOOL-TG-07,CTRL-TG-07,DEMO-A,PGM-A-07,P04,BATCH-DEMO-01,A,56.598,103.128,6.552,4.831,0,OK,,38,normal
EVT-00014,2026-07-14T08:26:00,ST-FAS-07,TOOL-TG-07,CTRL-TG-07,DEMO-A,PGM-A-07,P01,BATCH-DEMO-01,A,32.33,81.65,5.968,4.797,0,OK,,38,normal
EVT-00313,2026-07-14T08:26:00,ST-FAS-07,TOOL-TG-07,CTRL-TG-07,DEMO-A,PGM-A-07,P03,BATCH-DEMO-01,A,47.772,95.124,6.639,4.904,0,OK,,43,normal
EVT-00682,2026-07-14T08:26:00,ST-FAS-07,TOOL-TG-07,CTRL-TG-07,DEMO-A,PGM-A-07,P05,BATCH-DEMO-01,A,64.804,114.252,6.551,5.07,0,OK,,38,normal
EVT-00164,2026-07-14T08:27:00,ST-FAS-07,TOOL-TG-07,CTRL-TG-07,DEMO-A,PGM-A-07,P02,BATCH-DEMO-01,A,39.646,85.872,6.104,4.785,0,OK,,38,normal
EVT-00533,2026-07-14T08:27:00,ST-FAS-07,TOOL-TG-07,CTRL-TG-07,DEMO-A,PGM-A-07,P04,BATCH-DEMO-01,A,55.809,104.357,6.553,4.729,0,OK,,38,normal
EVT-00015,2026-07-14T08:28:00,ST-FAS-07,TOOL-TG-07,CTRL-TG-07,DEMO-A,PGM-A-07,P01,BATCH-DEMO-01,A,32.093,87.04,5.946,4.648,0,OK,,38,normal
EVT-00314,2026-07-14T08:28:00,ST-FAS-07,TOOL-TG-07,CTRL-TG-07,DEMO-A,PGM-A-07,P03,BATCH-DEMO-01,A,47.819,94.612,6.4,4.739,0,OK,,43,normal
EVT-00683,2026-07-14T08:28:00,ST-FAS-07,TOOL-TG-07,CTRL-TG-07,DEMO-A,PGM-A-07,P05,BATCH-DEMO-01,A,64.377,112.58,6.696,5.113,0,OK,,38,normal
EVT-00165,2026-07-14T08:29:00,ST-FAS-07,TOOL-TG-07,CTRL-TG-07,DEMO-A,PGM-A-07,P02,BATCH-DEMO-01,A,40.085,89.845,6.302,4.458,0,OK,,38,normal
EVT-00534,2026-07-14T08:29:00,ST-FAS-07,TOOL-TG-07,CTRL-TG-07,DEMO-A,PGM-A-07,P04,BATCH-DEMO-01,A,56.278,106.33,6.436,4.877,0,OK,,38,normal
EVT-00016,2026-07-14T08:30:00,ST-FAS-07,TOOL-TG-07,CTRL-TG-07,DEMO-A,PGM-A-07,P01,BATCH-DEMO-01,A,32.621,81.913,6.205,4.63,1,OK,,38,normal
EVT-00315,2026-07-14T08:30:00,ST-FAS-07,TOOL-TG-07,CTRL-TG-07,DEMO-A,PGM-A-07,P03,BATCH-DEMO-01,A,47.853,91.95,6.284,4.829,0,OK,,43,normal
EVT-00684,2026-07-14T08:30:00,ST-FAS-07,TOOL-TG-07,CTRL-TG-07,DEMO-A,PGM-A-07,P05,BATCH-DEMO-01,A,64.477,111.822,6.571,5.066,0,OK,,38,normal
EVT-00166,2026-07-14T08:31:00,ST-FAS-07,TOOL-TG-07,CTRL-TG-07,DEMO-A,PGM-A-07,P02,BATCH-DEMO-01,A,38.832,92.553,6.362,4.599,0,OK,,38,normal
EVT-00535,2026-07-14T08:31:00,ST-FAS-07,TOOL-TG-07,CTRL-TG-07,DEMO-A,PGM-A-07,P04,BATCH-DEMO-01,A,55.85,101.408,6.614,5.103,0,OK,,38,normal
EVT-00017,2026-07-14T08:32:00,ST-FAS-07,TOOL-TG-07,CTRL-TG-07,DEMO-A,PGM-A-07,P01,BATCH-DEMO-01,A,31.925,78.263,5.912,4.612,0,OK,,38,normal
EVT-00316,2026-07-14T08:32:00,ST-FAS-07,TOOL-TG-07,CTRL-TG-07,DEMO-A,PGM-A-07,P03,BATCH-DEMO-01,A,48.23,97.185,6.267,4.765,0,OK,,43,normal
EVT-00685,2026-07-14T08:32:00,ST-FAS-07,TOOL-TG-07,CTRL-TG-07,DEMO-A,PGM-A-07,P05,BATCH-DEMO-01,A,64.005,111.865,6.748,4.82,0,OK,,38,normal
EVT-00167,2026-07-14T08:33:00,ST-FAS-07,TOOL-TG-07,CTRL-TG-07,DEMO-A,PGM-A-07,P02,BATCH-DEMO-01,A,40.092,88.797,6.415,4.647,0,OK,,38,normal
EVT-00536,2026-07-14T08:33:00,ST-FAS-07,TOOL-TG-07,CTRL-TG-07,DEMO-A,PGM-A-07,P04,BATCH-DEMO-01,A,57.202,104.185,6.57,4.864,0,OK,,38,normal
EVT-00018,2026-07-14T08:34:00,ST-FAS-07,TOOL-TG-07,CTRL-TG-07,DEMO-A,PGM-A-07,P01,BATCH-DEMO-01,A,31.776,79.542,6.125,4.54,0,OK,,38,normal
EVT-00317,2026-07-14T08:34:00,ST-FAS-07,TOOL-TG-07,CTRL-TG-07,DEMO-A,PGM-A-07,P03,BATCH-DEMO-01,A,48.854,98.122,6.558,4.722,0,OK,,43,normal
EVT-00686,2026-07-14T08:34:00,ST-FAS-07,TOOL-TG-07,CTRL-TG-07,DEMO-A,PGM-A-07,P05,BATCH-DEMO-01,A,63.469,113.969,6.65,5.064,0,OK,,38,normal
EVT-00168,2026-07-14T08:35:00,ST-FAS-07,TOOL-TG-07,CTRL-TG-07,DEMO-A,PGM-A-07,P02,BATCH-DEMO-01,A,40.533,88.257,6.207,4.702,0,OK,,38,normal
EVT-00537,2026-07-14T08:35:00,ST-FAS-07,TOOL-TG-07,CTRL-TG-07,DEMO-A,PGM-A-07,P04,BATCH-DEMO-01,A,55.219,105.522,6.692,4.801,0,OK,,38,normal
EVT-00019,2026-07-14T08:36:00,ST-FAS-07,TOOL-TG-07,CTRL-TG-07,DEMO-A,PGM-A-07,P01,BATCH-DEMO-01,A,31.554,85.822,6.176,4.69,0,OK,,38,normal
EVT-00318,2026-07-14T08:36:00,ST-FAS-07,TOOL-TG-07,CTRL-TG-07,DEMO-A,PGM-A-07,P03,BATCH-DEMO-01,A,47.516,88.6,6.308,4.814,0,OK,,43,normal
EVT-00687,2026-07-14T08:36:00,ST-FAS-07,TOOL-TG-07,CTRL-TG-07,DEMO-A,PGM-A-07,P05,BATCH-DEMO-01,A,63.988,110.684,6.772,4.96,0,OK,,38,normal
EVT-00169,2026-07-14T08:37:00,ST-FAS-07,TOOL-TG-07,CTRL-TG-07,DEMO-A,PGM-A-07,P02,BATCH-DEMO-01,A,40.255,90.505,6.027,4.702,0,OK,,38,normal
EVT-00538,2026-07-14T08:37:00,ST-FAS-07,TOOL-TG-07,CTRL-TG-07,DEMO-A,PGM-A-07,P04,BATCH-DEMO-01,A,56.175,102.361,6.583,4.942,0,OK,,38,normal
EVT-00020,2026-07-14T08:38:00,ST-FAS-07,TOOL-TG-07,CTRL-TG-07,DEMO-A,PGM-A-07,P01,BATCH-DEMO-01,A,33.097,82.057,6.218,4.605,0,OK,,38,normal
EVT-00319,2026-07-14T08:38:00,ST-FAS-07,TOOL-TG-07,CTRL-TG-07,DEMO-A,PGM-A-07,P03,BATCH-DEMO-01,A,48.399,92.071,6.321,4.73,0,OK,,42,normal
EVT-00688,2026-07-14T08:38:00,ST-FAS-07,TOOL-TG-07,CTRL-TG-07,DEMO-A,PGM-A-07,P05,BATCH-DEMO-01,A,62.047,113.331,7.051,4.919,0,OK,,38,normal
EVT-00170,2026-07-14T08:39:00,ST-FAS-07,TOOL-TG-07,CTRL-TG-07,DEMO-A,PGM-A-07,P02,BATCH-DEMO-01,A,40.859,88.494,6.307,4.809,0,OK,,38,normal
EVT-00539,2026-07-14T08:39:00,ST-FAS-07,TOOL-TG-07,CTRL-TG-07,DEMO-A,PGM-A-07,P04,BATCH-DEMO-01,A,55.564,103.418,6.467,4.857,0,OK,,38,normal
EVT-00021,2026-07-14T08:40:00,ST-FAS-07,TOOL-TG-07,CTRL-TG-07,DEMO-A,PGM-A-07,P01,BATCH-DEMO-01,A,31.874,79.434,6.301,4.548,0,OK,,38,normal
EVT-00320,2026-07-14T08:40:00,ST-FAS-07,TOOL-TG-07,CTRL-TG-07,DEMO-A,PGM-A-07,P03,BATCH-DEMO-01,A,48.208,93.343,6.362,4.782,0,OK,,42,normal
EVT-00689,2026-07-14T08:40:00,ST-FAS-07,TOOL-TG-07,CTRL-TG-07,DEMO-A,PGM-A-07,P05,BATCH-DEMO-01,A,64.228,115.331,6.887,5.147,0,OK,,38,normal
EVT-00171,2026-07-14T08:41:00,ST-FAS-07,TOOL-TG-07,CTRL-TG-07,DEMO-A,PGM-A-07,P02,BATCH-DEMO-01,A,40.869,91.198,6.251,4.633,0,OK,,38,normal
EVT-00540,2026-07-14T08:41:00,ST-FAS-07,TOOL-TG-07,CTRL-TG-07,DEMO-A,PGM-A-07,P04,BATCH-DEMO-01,A,56.2,106.591,6.556,4.874,0,OK,,38,normal
EVT-00022,2026-07-14T08:42:00,ST-FAS-07,TOOL-TG-07,CTRL-TG-07,DEMO-A,PGM-A-07,P01,BATCH-DEMO-01,A,31.939,79.078,6.092,4.595,0,OK,,38,normal
EVT-00321,2026-07-14T08:42:00,ST-FAS-07,TOOL-TG-07,CTRL-TG-07,DEMO-A,PGM-A-07,P03,BATCH-DEMO-01,A,48.319,93.439,6.518,4.759,0,OK,,42,normal
EVT-00690,2026-07-14T08:42:00,ST-FAS-07,TOOL-TG-07,CTRL-TG-07,DEMO-A,PGM-A-07,P05,BATCH-DEMO-01,A,64.074,113.449,6.91,5.145,0,OK,,38,normal
EVT-00172,2026-07-14T08:43:00,ST-FAS-07,TOOL-TG-07,CTRL-TG-07,DEMO-A,PGM-A-07,P02,BATCH-DEMO-01,A,38.777,86.669,6.386,4.76,0,OK,,38,normal
EVT-00541,2026-07-14T08:43:00,ST-FAS-07,TOOL-TG-07,CTRL-TG-07,DEMO-A,PGM-A-07,P04,BATCH-DEMO-01,A,55.63,103.875,6.524,4.912,0,OK,,38,normal
EVT-00023,2026-07-14T08:44:00,ST-FAS-07,TOOL-TG-07,CTRL-TG-07,DEMO-A,PGM-A-07,P01,BATCH-DEMO-01,A,31.44,82.301,6.285,4.829,0,OK,,38,normal
EVT-00322,2026-07-14T08:44:00,ST-FAS-07,TOOL-TG-07,CTRL-TG-07,DEMO-A,PGM-A-07,P03,BATCH-DEMO-01,A,48.593,96.826,6.362,4.799,0,OK,,42,normal
EVT-00691,2026-07-14T08:44:00,ST-FAS-07,TOOL-TG-07,CTRL-TG-07,DEMO-A,PGM-A-07,P05,BATCH-DEMO-01,A,63.797,111.779,6.88,4.911,0,OK,,38,normal
EVT-00173,2026-07-14T08:45:00,ST-FAS-07,TOOL-TG-07,CTRL-TG-07,DEMO-A,PGM-A-07,P02,BATCH-DEMO-01,A,39.365,86.245,5.992,4.489,0,OK,,38,normal
EVT-00542,2026-07-14T08:45:00,ST-FAS-07,TOOL-TG-07,CTRL-TG-07,DEMO-A,PGM-A-07,P04,BATCH-DEMO-01,A,55.182,106.942,6.763,5.013,0,OK,,38,normal
EVT-00024,2026-07-14T08:46:00,ST-FAS-07,TOOL-TG-07,CTRL-TG-07,DEMO-A,PGM-A-07,P01,BATCH-DEMO-01,A,32.163,81.766,6.031,4.834,0,OK,,38,normal
EVT-00323,2026-07-14T08:46:00,ST-FAS-07,TOOL-TG-07,CTRL-TG-07,DEMO-A,PGM-A-07,P03,BATCH-DEMO-01,A,48.66,92.764,6.306,4.887,0,OK,,42,normal
EVT-00692,2026-07-14T08:46:00,ST-FAS-07,TOOL-TG-07,CTRL-TG-07,DEMO-A,PGM-A-07,P05,BATCH-DEMO-01,A,63.929,112.034,6.762,5.183,0,OK,,38,normal
EVT-00174,2026-07-14T08:47:00,ST-FAS-07,TOOL-TG-07,CTRL-TG-07,DEMO-A,PGM-A-07,P02,BATCH-DEMO-01,A,40.639,93.557,6.168,4.699,0,OK,,38,normal
EVT-00543,2026-07-14T08:47:00,ST-FAS-07,TOOL-TG-07,CTRL-TG-07,DEMO-A,PGM-A-07,P04,BATCH-DEMO-01,A,55.552,108.03,6.685,5.034,0,OK,,38,normal
EVT-00025,2026-07-14T08:48:00,ST-FAS-07,TOOL-TG-07,CTRL-TG-07,DEMO-A,PGM-A-07,P01,BATCH-DEMO-01,A,32.173,83.154,6.076,4.796,0,OK,,38,normal
EVT-00324,2026-07-14T08:48:00,ST-FAS-07,TOOL-TG-07,CTRL-TG-07,DEMO-A,PGM-A-07,P03,BATCH-DEMO-01,A,47.528,94.95,6.416,4.768,0,OK,,42,normal
EVT-00693,2026-07-14T08:48:00,ST-FAS-07,TOOL-TG-07,CTRL-TG-07,DEMO-A,PGM-A-07,P05,BATCH-DEMO-01,A,63.806,111.899,6.671,5.05,0,OK,,38,normal
EVT-00175,2026-07-14T08:49:00,ST-FAS-07,TOOL-TG-07,CTRL-TG-07,DEMO-A,PGM-A-07,P02,BATCH-DEMO-01,A,39.538,90.544,6.187,4.721,0,OK,,38,normal
EVT-00544,2026-07-14T08:49:00,ST-FAS-07,TOOL-TG-07,CTRL-TG-07,DEMO-A,PGM-A-07,P04,BATCH-DEMO-01,A,57.287,104.739,6.353,4.98,0,OK,,38,normal
EVT-00026,2026-07-14T08:50:00,ST-FAS-07,TOOL-TG-07,CTRL-TG-07,DEMO-A,PGM-A-07,P01,BATCH-DEMO-01,A,33.165,81.603,6.228,4.648,0,OK,,38,normal
EVT-00325,2026-07-14T08:50:00,ST-FAS-07,TOOL-TG-07,CTRL-TG-07,DEMO-A,PGM-A-07,P03,BATCH-DEMO-01,A,48.268,98.625,6.497,4.835,0,OK,,41,normal
EVT-00694,2026-07-14T08:50:00,ST-FAS-07,TOOL-TG-07,CTRL-TG-07,DEMO-A,PGM-A-07,P05,BATCH-DEMO-01,A,64.068,115.043,6.635,5.12,0,OK,,38,normal
EVT-00176,2026-07-14T08:51:00,ST-FAS-07,TOOL-TG-07,CTRL-TG-07,DEMO-A,PGM-A-07,P02,BATCH-DEMO-01,A,40.578,88.226,6.155,4.628,0,OK,,38,normal
EVT-00545,2026-07-14T08:51:00,ST-FAS-07,TOOL-TG-07,CTRL-TG-07,DEMO-A,PGM-A-07,P04,BATCH-DEMO-01,A,55.744,104.413,6.767,4.818,0,OK,,38,normal
EVT-00027,2026-07-14T08:52:00,ST-FAS-07,TOOL-TG-07,CTRL-TG-07,DEMO-A,PGM-A-07,P01,BATCH-DEMO-01,A,32.836,81.408,6.047,4.746,0,OK,,38,normal
